Date,Brooks 100SCCM [mLn/min],Brooks 2.5SLM [mLn/min],Bronkhorst 100SCCM [mLn/min], Bronkhorst 2.5SLM[mLn/min]
2024-12-13 13:53:44,17.55,1491.84,41.980751037597656,1500.0907182693481
2024-12-13 13:53:49,17.55,1486.95,41.98735427856445,1500.0793933868408
2024-12-13 13:53:55,17.55,1486.95,41.99736022949219,1500.0903606414795
2024-12-13 13:54:00,17.55,1486.95,41.990299224853516,1500.1130104064941
2024-12-13 13:54:05,17.55,1486.95,41.98733139038086,1500.1115798950195
2024-12-13 13:54:10,17.55,1491.84,41.99072265625,1500.0462532043457
2024-12-13 13:54:15,17.55,1486.95,41.98472213745117,1500.1168251037598
2024-12-13 13:54:20,17.55,1486.95,41.99428939819336,1500.0205039978027
2024-12-13 13:54:25,17.55,1484.51,41.99229049682617,1500.064492225647
2024-12-13 13:54:30,17.55,1486.95,41.99342346191406,1500.0452995300293
2024-12-13 13:54:35,17.55,1486.95,41.9994010925293,1499.9715089797974
2024-12-13 13:54:40,17.55,1486.95,41.99024963378906,1499.9803304672241
2024-12-13 13:54:45,17.55,1489.39,41.98918533325195,1499.979853630066
2024-12-13 13:54:50,17.55,1494.28,42.00636672973633,1499.9409914016724
2024-12-13 13:54:55,17.55,1486.95,42.005516052246094,1499.958872795105
2024-12-13 13:55:00,17.55,1486.95,42.00604248046875,1499.9642372131348
2024-12-13 13:55:05,17.55,1486.95,41.99912643432617,1499.9470710754395
2024-12-13 13:55:10,17.55,1486.95,42.003257751464844,1499.940276145935
2024-12-13 13:55:15,17.55,1486.95,42.007625579833984,1499.9198913574219
2024-12-13 13:55:20,17.55,1486.95,42.012088775634766,1499.9264478683472
2024-12-13 13:55:25,17.45,1494.28,42.00553894042969,1499.922513961792
2024-12-13 13:55:30,17.55,1486.95,42.00921630859375,1499.8962879180908
2024-12-13 13:55:35,17.55,1486.95,42.015499114990234,1499.954104423523
2024-12-13 13:55:40,17.65,1486.95,42.0105094909668,1499.9415874481201
2024-12-13 13:55:45,17.55,1486.95,42.00487518310547,1499.9572038650513
2024-12-13 13:55:50,17.55,1486.95,42.001976013183594,1499.9829530715942
2024-12-13 13:55:55,17.55,1482.07,41.99803161621094,1500.0630617141724
2024-12-13 13:56:01,17.65,1491.84,41.9904670715332,1500.0959634780884
2024-12-13 13:56:06,17.65,1494.28,41.9962043762207,1500.016450881958
2024-12-13 13:56:11,17.55,1491.84,41.99089813232422,1500.125765800476
2024-12-13 13:56:16,17.65,1491.84,41.98460006713867,1500.109076499939
2024-12-13 13:56:21,17.55,1486.95,42.003055572509766,1500.0754594802856
2024-12-13 13:56:26,17.55,1486.95,41.983577728271484,1500.11146068573
2024-12-13 13:56:31,17.55,1491.84,41.98557662963867,1500.083327293396
2024-12-13 13:56:36,17.35,1489.39,41.99431228637695,1500.118374824524
2024-12-13 13:56:41,17.55,1486.95,41.98609161376953,1500.0964403152466
2024-12-13 13:56:46,17.55,1486.95,41.98648452758789,1500.143051147461
2024-12-13 13:56:51,17.45,1486.95,41.98933029174805,1499.9918937683105
2024-12-13 13:56:56,17.55,1486.95,41.99338150024414,1500.0133514404297
2024-12-13 13:57:01,17.55,1486.95,41.99642562866211,1499.9889135360718
2024-12-13 13:57:06,17.55,1486.95,41.99922561645508,1499.969720840454
2024-12-13 13:57:11,17.55,1486.95,42.0000114440918,1499.9492168426514
2024-12-13 13:57:16,17.55,1484.51,42.00635528564453,1499.9454021453857
2024-12-13 13:57:21,17.65,1486.95,42.01315689086914,1499.8830556869507
2024-12-13 13:57:26,17.55,1486.95,42.006431579589844,1499.9358654022217
2024-12-13 13:57:31,17.55,1486.95,42.00189971923828,1499.9661445617676
2024-12-13 13:57:36,17.55,1484.51,42.0129280090332,1499.885082244873
2024-12-13 13:57:41,17.55,1486.95,42.01316833496094,1499.7884035110474
2024-12-13 13:57:46,17.55,1489.39,42.00604248046875,1499.9382495880127
2024-12-13 13:57:51,17.55,1486.95,42.00874328613281,1499.9735355377197
2024-12-13 13:57:56,17.55,1486.95,42.012123107910156,1499.8810291290283
2024-12-13 13:58:01,17.45,1486.95,42.006446838378906,1499.889612197876
2024-12-13 13:58:06,17.55,1489.39,42.01350784301758,1499.923586845398
2024-12-13 13:58:12,17.55,1486.95,41.999515533447266,1500.0194311141968
2024-12-13 13:58:17,17.55,1486.95,42.00438690185547,1499.973177909851
2024-12-13 13:58:22,17.55,1486.95,41.99952697753906,1500.0838041305542
2024-12-13 13:58:27,17.55,1486.95,41.99645233154297,1500.0642538070679
2024-12-13 13:58:32,17.55,1486.95,41.996185302734375,1500.0792741775513
2024-12-13 13:58:37,17.55,1496.72,41.992340087890625,1500.1391172409058
2024-12-13 13:58:42,17.65,1494.28,41.98863983154297,1500.0810623168945
2024-12-13 13:58:47,17.55,1491.84,41.987098693847656,1500.0141859054565
2024-12-13 13:58:52,17.65,1491.84,41.98576736450195,1500.1509189605713
2024-12-13 13:58:57,17.65,1494.28,41.99189376831055,1500.0981092453003
2024-12-13 13:59:02,17.45,1494.28,41.986392974853516,1500.0849962234497
2024-12-13 13:59:07,17.55,1486.95,41.98747253417969,1500.1012086868286
2024-12-13 13:59:12,17.55,1486.95,41.984580993652344,1500.1134872436523
2024-12-13 13:59:17,17.55,1489.39,41.99736022949219,1500.046968460083
2024-12-13 13:59:22,17.55,1486.95,41.993167877197266,1500.040888786316
2024-12-13 13:59:27,17.65,1499.16,48.064205169677734,1499.9439716339111
2024-12-13 13:59:32,17.55,1486.95,47.99734878540039,1499.9994039535522
2024-12-13 13:59:37,17.55,1486.95,48.00813293457031,1499.921441078186
2024-12-13 13:59:42,17.55,1489.39,48.00251007080078,1499.9821186065674
2024-12-13 13:59:47,18.06,1486.95,48.00905227661133,1499.8960494995117
2024-12-13 13:59:52,17.55,1484.51,48.01770782470703,1499.8424053192139
2024-12-13 13:59:57,17.55,1486.95,48.014095306396484,1499.8736381530762
2024-12-13 14:00:02,17.14,1486.95,48.015960693359375,1499.8691082000732
2024-12-13 14:00:07,17.65,1491.84,48.01140213012695,1499.8040199279785
2024-12-13 14:00:12,17.55,1486.95,48.010005950927734,1499.956727027893
2024-12-13 14:00:18,17.55,1486.95,48.01742935180664,1499.8786449432373
2024-12-13 14:00:23,17.55,1486.95,48.00830078125,1499.9600648880005
2024-12-13 14:00:28,17.45,1491.84,48.017513275146484,1499.9058246612549
2024-12-13 14:00:33,17.55,1486.95,48.00645446777344,1500.0420808792114
2024-12-13 14:00:38,17.55,1486.95,48.004730224609375,1500.033974647522
2024-12-13 14:00:43,17.55,1486.95,47.994476318359375,1500.0063180923462
2024-12-13 14:00:48,17.55,1486.95,48.00441360473633,1500.0942945480347
2024-12-13 14:00:53,17.65,1491.84,48.00154495239258,1500.118613243103
2024-12-13 14:00:58,17.55,1484.51,47.988346099853516,1500.1503229141235
2024-12-13 14:01:03,17.65,1494.28,47.99578857421875,1500.1046657562256
2024-12-13 14:01:08,17.55,1491.84,47.98569107055664,1500.1275539398193
2024-12-13 14:01:13,17.65,1494.28,47.98154830932617,1500.1779794692993
2024-12-13 14:01:18,17.65,1496.72,47.98221969604492,1500.1252889633179
2024-12-13 14:01:23,17.55,1491.84,47.98704528808594,1500.084400177002
2024-12-13 14:01:28,17.55,1486.95,47.984336853027344,1500.1062154769897
2024-12-13 14:01:33,17.55,1486.95,47.98894500732422,1500.1142024993896
2024-12-13 14:01:38,17.55,1484.51,47.98951721191406,1500.0662803649902
2024-12-13 14:01:43,17.55,1491.84,47.98475646972656,1500.0567436218262
2024-12-13 14:01:48,17.55,1504.04,47.98637008666992,1500.0433921813965
2024-12-13 14:01:53,17.55,1486.95,47.994998931884766,1499.9433755874634
2024-12-13 14:01:58,17.55,1486.95,47.99341583251953,1500.004768371582
2024-12-13 14:02:03,17.45,1486.95,47.999855041503906,1499.961256980896
2024-12-13 14:02:08,17.65,1491.84,47.99925994873047,1499.9265670776367
2024-12-13 14:02:13,17.45,1489.39,48.01394271850586,1499.8525381088257
2024-12-13 14:02:18,17.55,1484.51,48.00262451171875,1499.945878982544
2024-12-13 14:02:24,17.55,1484.51,48.00374221801758,1499.9685287475586
2024-12-13 14:02:29,17.55,1486.95,48.00575256347656,1499.8801946640015
2024-12-13 14:02:34,17.55,1486.95,48.01298522949219,1499.8886585235596
2024-12-13 14:02:39,17.55,1484.51,48.0108642578125,1499.9364614486694
2024-12-13 14:02:44,17.55,1486.95,48.0121955871582,1499.9064207077026
2024-12-13 14:02:49,17.55,1486.95,48.01722717285156,1499.9198913574219
2024-12-13 14:02:54,17.55,1486.95,48.01127624511719,1499.8973608016968
2024-12-13 14:02:59,17.55,1486.95,48.00920486450195,1499.9682903289795
2024-12-13 14:03:04,17.45,1484.51,48.00732421875,1500.037670135498
2024-12-13 14:03:09,17.55,1486.95,47.99954605102539,1500.0172853469849
2024-12-13 14:03:14,17.45,1486.95,48.00012969970703,1500.0760555267334
2024-12-13 14:03:19,17.55,1486.95,47.997135162353516,1500.0237226486206
2024-12-13 14:03:24,17.55,1486.95,47.996116638183594,1500.058650970459
2024-12-13 14:03:29,17.55,1486.95,47.99587631225586,1500.0263452529907
2024-12-13 14:03:34,17.55,1489.39,47.99737548828125,1500.089168548584
2024-12-13 14:03:39,17.45,1486.95,47.9883918762207,1500.0373125076294
2024-12-13 14:03:44,17.55,1491.84,47.98676300048828,1500.0736713409424
2024-12-13 14:03:49,17.55,1491.84,47.98847198486328,1500.0659227371216
2024-12-13 14:03:54,17.55,1491.84,47.98897171020508,1500.1251697540283
2024-12-13 14:03:59,17.55,1486.95,47.986061096191406,1500.1353025436401
2024-12-13 14:04:04,17.55,1486.95,47.9868049621582,1500.0420808792114
2024-12-13 14:04:09,17.55,1486.95,47.99660110473633,1500.0301599502563
2024-12-13 14:04:14,17.45,1486.95,47.99088668823242,1500.1078844070435
2024-12-13 14:04:19,17.55,1486.95,47.99631118774414,1499.9995231628418
2024-12-13 14:04:24,17.65,1499.16,47.99696350097656,1499.947190284729
2024-12-13 14:04:30,17.55,1486.95,48.00522232055664,1499.9330043792725
2024-12-13 14:04:35,17.24,1486.95,48.007564544677734,1499.914288520813
2024-12-13 14:04:40,17.55,1486.95,48.00786209106445,1499.9068975448608
2024-12-13 14:04:45,17.75,1486.95,48.00617599487305,1499.9486207962036
2024-12-13 14:04:50,17.65,1489.39,48.01404571533203,1499.8985528945923
2024-12-13 14:04:55,17.55,1486.95,48.00423812866211,1499.8975992202759
2024-12-13 14:05:00,17.55,1484.51,48.011924743652344,1499.9303817749023
2024-12-13 14:05:05,17.55,1486.95,48.01494216918945,1499.888300895691
2024-12-13 14:05:10,17.55,1486.95,48.014156341552734,1499.9263286590576
2024-12-13 14:05:15,17.55,1486.95,48.00925827026367,1499.8936653137207
2024-12-13 14:05:20,17.55,1491.84,48.01191711425781,1499.921202659607
2024-12-13 14:05:25,17.45,1486.95,48.009742736816406,1499.9829530715942
2024-12-13 14:05:30,17.55,1486.95,48.00521469116211,1499.985694885254
2024-12-13 14:05:35,17.55,1486.95,47.999393463134766,1500.0076293945312
2024-12-13 14:05:40,17.55,1486.95,48.0036735534668,1499.9991655349731
2024-12-13 14:05:45,17.55,1486.95,47.991397857666016,1500.1150369644165
2024-12-13 14:05:50,17.45,1486.95,47.997066497802734,1500.1685619354248
2024-12-13 14:05:55,17.55,1486.95,47.98627853393555,1500.1165866851807
2024-12-13 14:06:00,17.55,1486.95,47.989723205566406,1500.0684261322021
2024-12-13 14:06:05,17.55,1491.84,47.98771286010742,1500.1307725906372
2024-12-13 14:06:10,17.55,1489.39,47.992374420166016,1500.008463859558
2024-12-13 14:06:15,17.55,1491.84,47.986820220947266,1500.1070499420166
2024-12-13 14:06:20,17.65,1491.84,47.98655700683594,1500.167727470398
2024-12-13 14:06:25,17.55,1491.84,47.989501953125,1500.0286102294922
2024-12-13 14:06:30,17.65,1496.72,47.98649215698242,1500.099539756775
2024-12-13 14:06:36,17.55,1486.95,47.99734115600586,1500.0262260437012
2024-12-13 14:06:41,17.55,1486.95,47.99684524536133,1500.0022649765015
2024-12-13 14:06:46,17.55,1486.95,48.00056457519531,1499.9468326568604
2024-12-13 14:06:51,17.55,1484.51,48.00279998779297,1500.0009536743164
2024-12-13 14:06:56,17.55,1486.95,48.002288818359375,1500.0399351119995
2024-12-13 14:07:01,17.55,1486.95,47.999595642089844,1499.9399185180664
2024-12-13 14:07:06,17.55,1486.95,48.00856018066406,1499.8732805252075
2024-12-13 14:07:11,17.55,1486.95,48.01087951660156,1499.8383522033691
2024-12-13 14:07:16,17.55,1486.95,48.00202560424805,1499.8652935028076
2024-12-13 14:07:21,17.45,1486.95,48.00498962402344,1499.9706745147705
2024-12-13 14:07:26,17.55,1486.95,48.00827407836914,1499.8940229415894
2024-12-13 14:07:31,17.55,1486.95,48.01240158081055,1499.8372793197632
2024-12-13 14:07:36,17.55,1486.95,48.00852966308594,1499.872088432312
2024-12-13 14:07:41,17.55,1486.95,48.02019119262695,1499.9358654022217
2024-12-13 14:07:46,17.55,1486.95,48.01612854003906,1499.8769760131836
2024-12-13 14:07:51,17.55,1486.95,48.00332260131836,1500.0282526016235
2024-12-13 14:07:56,17.75,1486.95,48.005760192871094,1500.0121593475342
2024-12-13 14:08:01,17.55,1486.95,47.99716567993164,1500.0728368759155
2024-12-13 14:08:06,17.55,1486.95,47.999454498291016,1500.077486038208
2024-12-13 14:08:11,17.55,1486.95,47.996517181396484,1500.083088874817
2024-12-13 14:08:16,17.55,1486.95,47.99429702758789,1500.1155138015747
2024-12-13 14:08:21,17.55,1486.95,47.992801666259766,1500.0340938568115
2024-12-13 14:08:26,17.55,1486.95,47.98650360107422,1499.9868869781494
2024-12-13 14:08:31,17.55,1491.84,47.9987678527832,1500.1156330108643
2024-12-13 14:08:36,17.55,1486.95,47.992191314697266,1500.0648498535156
2024-12-13 14:08:41,17.55,1486.95,47.9900016784668,1500.0882148742676
2024-12-13 14:08:47,17.55,1494.28,47.987525939941406,1500.1561641693115
2024-12-13 14:08:52,17.55,1494.28,47.99068832397461,1500.0989437103271
2024-12-13 14:08:57,17.65,1491.84,47.98488235473633,1500.1840591430664
2024-12-13 14:09:02,17.55,1496.72,47.985618591308594,1500.0922679901123
2024-12-13 14:09:07,17.65,1491.84,47.98710632324219,1500.0358819961548
2024-12-13 14:09:12,17.55,1486.95,47.99333572387695,1500.0152587890625
2024-12-13 14:09:17,17.55,1486.95,48.00013732910156,1499.9202489852905
2024-12-13 14:09:22,17.55,1484.51,48.00296401977539,1499.9150037765503
2024-12-13 14:09:27,17.55,1486.95,48.01131820678711,1499.9669790267944
2024-12-13 14:09:32,17.55,1486.95,48.01094055175781,1499.9275207519531
2024-12-13 14:09:37,17.45,1486.95,48.002349853515625,1499.8960494995117
2024-12-13 14:09:42,17.55,1489.39,48.00489807128906,1499.886393547058
2024-12-13 14:09:47,17.45,1496.72,48.006229400634766,1499.8537302017212
2024-12-13 14:09:52,17.55,1486.95,48.0007209777832,1499.8579025268555
2024-12-13 14:09:57,17.55,1486.95,48.010677337646484,1499.8908042907715
2024-12-13 14:10:02,17.45,1486.95,48.012874603271484,1499.950647354126
2024-12-13 14:10:07,17.55,1486.95,48.017333984375,1499.8879432678223
2024-12-13 14:10:12,17.55,1486.95,48.005043029785156,1499.9597072601318
2024-12-13 14:10:17,17.55,1486.95,48.010684967041016,1499.9123811721802
2024-12-13 14:10:22,17.45,1486.95,48.00281524658203,1499.9966621398926
2024-12-13 14:10:27,17.55,1486.95,47.99702453613281,1499.9723434448242
2024-12-13 14:10:32,17.55,1486.95,48.00039291381836,1500.1131296157837
2024-12-13 14:10:37,17.55,1486.95,47.99927520751953,1500.0474452972412
2024-12-13 14:10:42,17.45,1486.95,47.99167251586914,1500.1006126403809
2024-12-13 14:10:47,17.55,1486.95,47.99139404296875,1500.0606775283813
2024-12-13 14:10:53,17.55,1486.95,47.992149353027344,1500.0513792037964
2024-12-13 14:10:58,17.55,1486.95,47.987937927246094,1500.0786781311035
2024-12-13 14:11:03,17.55,1491.84,47.98599624633789,1500.1790523529053
2024-12-13 14:11:08,17.45,1486.95,47.98720169067383,1500.0882148742676
2024-12-13 14:11:13,17.45,1486.95,47.9857292175293,1500.1168251037598
2024-12-13 14:11:18,17.55,1486.95,47.98557662963867,1500.1411437988281
2024-12-13 14:11:23,17.35,1484.51,47.984073638916016,1500.0914335250854
2024-12-13 14:11:28,17.65,1494.28,47.98268508911133,1500.0253915786743
2024-12-13 14:11:33,17.65,1479.63,47.98871994018555,1500.0079870224
2024-12-13 14:11:38,17.55,1491.84,47.993778228759766,1499.9312162399292
2024-12-13 14:11:43,17.65,1496.72,47.99848937988281,1499.9585151672363
2024-12-13 14:11:48,17.65,1494.28,48.00303268432617,1499.9334812164307
2024-12-13 14:11:53,17.65,1494.28,48.00249481201172,1499.9936819076538
2024-12-13 14:11:58,17.55,1494.28,48.01040267944336,1499.90975856781
2024-12-13 14:12:03,17.55,1486.95,48.01070785522461,1499.8996257781982
2024-12-13 14:12:08,17.55,1486.95,48.01329040527344,1499.8754262924194
2024-12-13 14:12:13,17.55,1482.07,48.0118522644043,1499.8842477798462
2024-12-13 14:12:18,17.55,1486.95,48.016780853271484,1499.9003410339355
2024-12-13 14:12:23,17.55,1484.51,48.00944519042969,1499.9867677688599
2024-12-13 14:12:28,17.55,1486.95,48.00615310668945,1499.8722076416016
2024-12-13 14:12:33,17.65,1491.84,48.009700775146484,1499.9237060546875
2024-12-13 14:12:38,17.35,1486.95,48.010169982910156,1499.9656677246094
2024-12-13 14:12:43,17.45,1486.95,47.998722076416016,1500.0230073928833
2024-12-13 14:12:48,17.65,1486.95,48.01259231567383,1499.9713897705078
2024-12-13 14:12:53,17.55,1486.95,48.00663375854492,1500.011682510376
2024-12-13 14:12:59,17.55,1484.51,48.008522033691406,1500.0193119049072
2024-12-13 14:13:04,17.55,1486.95,47.99864959716797,1500.087857246399
2024-12-13 14:13:09,17.55,1486.95,47.992881774902344,1500.139832496643
2024-12-13 14:13:14,17.55,1484.51,47.99564743041992,1500.120759010315
2024-12-13 14:13:19,17.65,1494.28,47.99215316772461,1500.0330209732056
2024-12-13 14:13:24,17.55,1486.95,47.99414825439453,1500.0380277633667
2024-12-13 14:13:29,17.55,1484.51,47.98555374145508,1500.069260597229
2024-12-13 14:13:34,17.55,1486.95,47.98550033569336,1500.1280307769775
2024-12-13 14:13:39,17.35,1486.95,47.987937927246094,1500.1046657562256
2024-12-13 14:13:44,17.55,1486.95,47.990692138671875,1500.0330209732056
2024-12-13 14:13:49,17.45,1486.95,47.98552322387695,1500.0431537628174
2024-12-13 14:13:54,17.55,1491.84,47.982383728027344,1500.102162361145
2024-12-13 14:13:59,17.55,1494.28,47.985206604003906,1500.074863433838
2024-12-13 14:14:04,17.65,1494.28,48.00046157836914,1499.9340772628784
2024-12-13 14:14:09,17.65,1494.28,47.99245834350586,1499.934434890747
2024-12-13 14:14:14,17.45,1474.74,48.0058708190918,1499.9771118164062
2024-12-13 14:14:19,17.55,1486.95,48.0020866394043,1499.9034404754639
2024-12-13 14:14:24,17.55,1484.51,48.0058708190918,1499.925971031189
2024-12-13 14:14:29,17.65,1499.16,48.01838684082031,1499.9232292175293
2024-12-13 14:14:34,17.55,1486.95,48.006385803222656,1499.908685684204
2024-12-13 14:14:39,17.55,1486.95,48.01200485229492,1499.9065399169922
2024-12-13 14:14:44,17.55,1491.84,48.01923751831055,1499.8042583465576
2024-12-13 14:14:49,17.45,1486.95,48.01695251464844,1499.8764991760254
2024-12-13 14:14:54,17.55,1486.95,48.005306243896484,1499.9138116836548
2024-12-13 14:14:59,17.55,1486.95,48.009735107421875,1499.9488592147827
2024-12-13 14:15:05,17.35,1484.51,48.009376525878906,1499.9841451644897
2024-12-13 14:15:10,17.55,1486.95,48.010948181152344,1499.9905824661255
2024-12-13 14:15:15,17.55,1486.95,48.00168991088867,1499.9852180480957
2024-12-13 14:15:20,17.65,1489.39,48.00786209106445,1500.0526905059814
2024-12-13 14:15:25,17.55,1486.95,48.00599670410156,1500.0842809677124
2024-12-13 14:15:30,17.55,1486.95,47.992523193359375,1500.1327991485596
2024-12-13 14:15:35,17.55,1486.95,47.990474700927734,1500.083565711975
2024-12-13 14:15:40,17.55,1486.95,47.99428939819336,1500.1353025436401
2024-12-13 14:15:45,17.55,1486.95,47.983482360839844,1500.1065731048584
2024-12-13 14:15:50,17.55,1486.95,47.989036560058594,1500.1239776611328
2024-12-13 14:15:55,17.55,1486.95,47.99945831298828,1500.1277923583984
2024-12-13 14:16:00,17.55,1484.51,47.9881706237793,1500.1975297927856
2024-12-13 14:16:05,17.55,1486.95,47.97917175292969,1500.0746250152588
2024-12-13 14:16:10,17.55,1486.95,47.99016571044922,1500.0851154327393
2024-12-13 14:16:15,17.55,1486.95,47.989524841308594,1500.0758171081543
2024-12-13 14:16:20,17.55,1486.95,47.988487243652344,1500.0476837158203
2024-12-13 14:16:25,17.55,1486.95,47.99101257324219,1500.020146369934
2024-12-13 14:16:30,17.55,1494.28,47.99106216430664,1500.0200271606445
2024-12-13 14:16:35,17.55,1491.84,47.99635314941406,1499.9622106552124
2024-12-13 14:16:40,17.55,1491.84,47.998146057128906,1499.9003410339355
2024-12-13 14:16:45,17.55,1494.28,48.00962448120117,1499.9053478240967
2024-12-13 14:16:50,17.55,1494.28,47.9971923828125,1499.893307685852
2024-12-13 14:16:55,17.55,1489.39,48.012062072753906,1499.8537302017212
2024-12-13 14:17:00,17.55,1486.95,48.00975799560547,1499.9089241027832
2024-12-13 14:17:05,17.55,1486.95,48.00895690917969,1499.9194145202637
2024-12-13 14:17:10,17.55,1486.95,48.01396179199219,1499.8842477798462
2024-12-13 14:17:16,28.20,1486.95,48.0147705078125,1499.919056892395
2024-12-13 14:17:21,28.00,1489.39,48.013214111328125,1499.8762607574463
2024-12-13 14:17:26,28.30,1486.95,48.00819778442383,1499.9436140060425
2024-12-13 14:17:31,28.10,1486.95,48.015296936035156,1500.0003576278687
2024-12-13 14:17:36,28.20,1486.95,48.00920486450195,1499.9608993530273
2024-12-13 14:17:41,28.20,1489.39,48.00560760498047,1500.0419616699219
2024-12-13 14:17:46,28.20,1486.95,47.99894714355469,1500.075340270996
2024-12-13 14:17:51,28.10,1486.95,47.99248504638672,1500.1459121704102
2024-12-13 14:17:56,28.20,1486.95,47.99229049682617,1500.1951456069946
2024-12-13 14:18:01,28.00,1489.39,47.98816680908203,1500.1107454299927
2024-12-13 14:18:06,28.30,1486.95,47.99001693725586,1500.0900030136108
2024-12-13 14:18:11,28.10,1486.95,47.98695373535156,1500.0488758087158
2024-12-13 14:18:16,28.20,1486.95,47.990116119384766,1500.1178979873657
2024-12-13 14:18:21,28.20,1489.39,47.986209869384766,1500.0829696655273
2024-12-13 14:18:26,28.20,1486.95,47.97895050048828,1500.1651048660278
2024-12-13 14:18:31,28.10,1486.95,47.99144744873047,1500.0050067901611
2024-12-13 14:18:36,28.20,1486.95,47.9882926940918,1499.9974966049194
2024-12-13 14:18:41,28.00,1489.39,47.998809814453125,1499.9768733978271
2024-12-13 14:18:46,28.20,1486.95,47.994544982910156,1499.9377727508545
2024-12-13 14:18:51,28.10,1486.95,47.99687957763672,1499.9415874481201
2024-12-13 14:18:56,28.10,1486.95,47.999671936035156,1499.9454021453857
2024-12-13 14:19:01,28.20,1486.95,48.00040817260742,1499.8655319213867
2024-12-13 14:19:07,28.30,1491.84,48.00931930541992,1499.8904466629028
2024-12-13 14:19:12,28.30,1494.28,48.00020980834961,1499.9345541000366
2024-12-13 14:19:17,28.30,1494.28,48.00659942626953,1499.8589754104614
2024-12-13 14:19:22,28.30,1494.28,48.006866455078125,1499.8983144760132
2024-12-13 14:19:27,28.20,1494.28,48.01607894897461,1499.873399734497
2024-12-13 14:19:32,28.10,1486.95,48.0102424621582,1499.8841285705566
2024-12-13 14:19:37,28.20,1486.95,48.01699447631836,1499.9381303787231
2024-12-13 14:19:42,28.10,1486.95,48.015201568603516,1499.843716621399
2024-12-13 14:19:47,28.10,1486.95,48.01995086669922,1499.9109506607056
2024-12-13 14:19:52,28.10,1484.51,48.008811950683594,1499.9337196350098
2024-12-13 14:19:57,28.10,1489.39,48.00775909423828,1500.016450881958
2024-12-13 14:20:02,28.10,1484.51,48.00172424316406,1499.9778270721436
2024-12-13 14:20:07,28.20,1484.51,47.99784469604492,1500.0622272491455
2024-12-13 14:20:12,28.20,1484.51,47.98973083496094,1500.0441074371338
2024-12-13 14:20:17,28.10,1486.95,47.99545669555664,1500.1057386398315
2024-12-13 14:20:22,28.10,1486.95,47.98992919921875,1500.0518560409546
2024-12-13 14:20:27,28.10,1486.95,47.988800048828125,1500.1085996627808
2024-12-13 14:20:32,28.10,1486.95,47.98869705200195,1500.1060962677002
2024-12-13 14:20:37,28.10,1489.39,47.98564529418945,1500.1674890518188
2024-12-13 14:20:42,28.10,1486.95,47.986473083496094,1500.1338720321655
2024-12-13 14:20:47,28.10,1486.95,47.98340606689453,1500.105381011963
2024-12-13 14:20:52,28.00,1486.95,47.98906707763672,1500.093698501587
2024-12-13 14:20:57,28.10,1486.95,47.97809600830078,1500.0303983688354
2024-12-13 14:21:02,28.10,1486.95,47.987953186035156,1500.0141859054565
2024-12-13 14:21:07,28.30,1494.28,47.99380111694336,1500.0373125076294
2024-12-13 14:21:13,28.10,1486.95,48.00080108642578,1500.0144243240356
2024-12-13 14:21:18,28.10,1486.95,47.99391555786133,1499.9585151672363
2024-12-13 14:21:23,28.30,1491.84,47.99901580810547,1499.987244606018
2024-12-13 14:21:28,28.20,1486.95,48.00016784667969,1499.8890161514282
2024-12-13 14:21:33,28.20,1486.95,48.01443099975586,1499.8936653137207
2024-12-13 14:21:38,28.20,1486.95,48.01385498046875,1499.8716115951538
2024-12-13 14:21:43,28.10,1484.51,48.01122283935547,1499.9346733093262
2024-12-13 14:21:48,28.10,1486.95,48.01102828979492,1499.9237060546875
2024-12-13 14:21:53,28.10,1484.51,48.012596130371094,1499.952793121338
2024-12-13 14:21:58,28.20,1491.84,48.011260986328125,1499.9085664749146
2024-12-13 14:22:03,28.30,1494.28,48.01051712036133,1499.932885169983
2024-12-13 14:22:08,28.30,1491.84,48.00999450683594,1499.9637603759766
2024-12-13 14:22:13,28.30,1491.84,48.012115478515625,1499.8935461044312
2024-12-13 14:22:18,28.40,1496.72,48.008548736572266,1499.940276145935
2024-12-13 14:22:23,28.20,1486.95,48.00171661376953,1499.981164932251
2024-12-13 14:22:28,28.10,1482.07,48.00392150878906,1500.0900030136108
2024-12-13 14:22:33,28.20,1494.28,48.00404357910156,1500.0193119049072
2024-12-13 14:22:38,28.30,1491.84,47.992374420166016,1500.1564025878906
2024-12-13 14:22:43,28.20,1496.72,47.993873596191406,1500.1146793365479
2024-12-13 14:22:48,28.20,1486.95,47.990264892578125,1500.0855922698975
2024-12-13 14:22:53,28.10,1484.51,47.986572265625,1500.1379251480103
2024-12-13 14:22:58,28.20,1486.95,47.99226379394531,1500.1376867294312
2024-12-13 14:23:03,28.20,1486.95,47.99040603637695,1500.0931024551392
2024-12-13 14:23:08,28.20,1486.95,47.9883918762207,1500.097155570984
2024-12-13 14:23:13,28.10,1486.95,47.98025131225586,1500.16450881958
2024-12-13 14:23:18,28.20,1484.51,47.9899787902832,1500.103235244751
2024-12-13 14:23:24,28.10,1486.95,47.988895416259766,1500.0864267349243
2024-12-13 14:23:29,28.10,1484.51,0.0,0.0
2024-12-13 14:23:34,28.20,1489.39,0.0,0.0
2024-12-13 14:23:39,28.10,1486.95,0.0,0.0
2024-12-13 14:23:44,28.20,1484.51,0.0,0.0
2024-12-13 14:23:49,28.10,1489.39,0.0,0.0
2024-12-13 14:23:54,28.10,1486.95,0.0,0.0
